time,sym,price,venue,uid
08:07:49.518,IBM,44.0593286,NYSE,2020.12.09141
08:07:51.902,GOOG,94.2243704,NYSE,2020.12.09142
08:07:58.427,GOOG,55.7704329,NYSE,2020.12.09143
08:07:59.114,AAPL,90.1825241,NDQ,2020.12.09144
08:08:02.627,IBM,88.1223603,NYSE,2020.12.09145
08:08:06.083,AAPL,97.3297362,NYSE,2020.12.09146
08:08:09.202,MSFT,31.8286999,NDQ,2020.12.09147
08:08:11.449,GOOG,15.6268727,NYSE,2020.12.09148
08:08:11.781,AAPL,14.9903938,NDQ,2020.12.09149
08:08:12.772,GOOG,82.7901802,NDQ,2020.12.09150
08:08:13.379,AAPL,57.6152192,NDQ,2020.12.09151
08:08:14.868,GOOG,83.6862128,NYSE,2020.12.09152
08:08:18.380,AAPL,94.4565351,NYSE,2020.12.09153
08:08:23.753,AAPL,8.88787508,NYSE,2020.12.09154
08:08:24.321,AAPL,86.3901284,NYSE,2020.12.09155
08:08:27.279,AAPL,25.8749677,NDQ,2020.12.09156
08:08:30.452,AAPL,96.7880137,NDQ,2020.12.09157
08:08:30.681,AAPL,14.6785427,NDQ,2020.12.09158
08:08:40.503,AAPL,64.4776548,NYSE,2020.12.09159
08:08:45.771,MSFT,78.4218237,NYSE,2020.12.09160
08:08:57.419,GOOG,83.0789645,NYSE,2020.12.09161
08:09:00.241,MSFT,54.9282883,NYSE,2020.12.09162
08:09:00.256,AAPL,45.4564448,NYSE,2020.12.09163
08:09:00.802,GOOG,91.3580725,NDQ,2020.12.09164
08:09:07.344,IBM,18.1710689,NDQ,2020.12.09165
08:09:14.521,AAPL,84.4037062,NDQ,2020.12.09166
08:09:20.365,GOOG,85.008703,NYSE,2020.12.09167
08:09:21.419,IBM,17.2262149,NDQ,2020.12.09168
08:09:21.853,GOOG,62.8975621,NDQ,2020.12.09169
08:09:30.557,GOOG,38.8735055,NDQ,2020.12.09170
08:09:33.310,MSFT,42.1753338,NYSE,2020.12.09171
08:09:35.273,MSFT,0.334952446,NDQ,2020.12.09172
08:09:42.247,GOOG,77.6303619,NDQ,2020.12.09173
08:09:44.988,GOOG,69.9922709,NYSE,2020.12.09174
08:09:45.925,IBM,80.457515,NYSE,2020.12.09175
08:09:46.297,IBM,37.419842,NYSE,2020.12.09176
08:09:53.129,AAPL,93.1455987,NDQ,2020.12.09177
08:09:54.757,AAPL,70.0017214,NDQ,2020.12.09178
08:10:05.198,GOOG,27.6714657,NYSE,2020.12.09179
08:10:05.831,MSFT,82.3687796,NDQ,2020.12.09180
08:10:05.873,GOOG,95.5481046,NDQ,2020.12.09181
08:10:06.588,IBM,41.4498761,NYSE,2020.12.09182
08:10:09.143,GOOG,81.0410356,NDQ,2020.12.09183
08:10:12.838,AAPL,26.4327588,NYSE,2020.12.09184
08:10:19.854,GOOG,83.5000208,NDQ,2020.12.09185
08:10:27.348,MSFT,94.8197057,NYSE,2020.12.09186
08:10:28.541,IBM,34.4132376,NYSE,2020.12.09187
08:10:30.287,MSFT,73.119401,NYSE,2020.12.09188
08:10:31.622,GOOG,40.6144398,NDQ,2020.12.09189
08:10:34.202,AAPL,12.0003425,NYSE,2020.12.09190
08:10:44.191,AAPL,32.8610633,NDQ,2020.12.09191
08:10:49.726,IBM,0.798739283,NDQ,2020.12.09192
08:10:54.128,AAPL,21.0803348,NYSE,2020.12.09193
08:10:54.468,IBM,7.60278832,NDQ,2020.12.09194
08:10:58.160,IBM,47.5943574,NDQ,2020.12.09195
08:11:02.781,AAPL,95.3762325,NDQ,2020.12.09196
08:11:06.799,IBM,47.4789771,NYSE,2020.12.09197
08:11:13.649,GOOG,57.7122315,NDQ,2020.12.09198
08:11:23.389,MSFT,74.0209953,NDQ,2020.12.09199
08:11:25.054,IBM,92.196092,NYSE,2020.12.09200
08:11:26.997,AAPL,3.49361948,NDQ,2020.12.09201
08:11:27.458,MSFT,74.996133,NDQ,2020.12.09202
08:11:30.583,AAPL,7.74009889,NYSE,2020.12.09203
08:11:37.685,AAPL,54.928407,NDQ,2020.12.09204
08:11:37.766,GOOG,2.95768047,NDQ,2020.12.09205
08:11:42.759,GOOG,53.9867833,NYSE,2020.12.09206
08:11:43.239,AAPL,95.1562284,NDQ,2020.12.09207
08:11:53.226,GOOG,28.0127576,NYSE,2020.12.09208
08:11:54.254,IBM,32.4474514,NYSE,2020.12.09209
08:11:54.605,GOOG,22.662862,NYSE,2020.12.09210
08:11:58.344,GOOG,22.8503342,NYSE,2020.12.09211
08:11:58.671,GOOG,55.7877309,NYSE,2020.12.09212
08:12:03.775,IBM,26.8433278,NDQ,2020.12.09213
08:12:05.377,GOOG,0.0133783557,NDQ,2020.12.09214
08:12:10.348,GOOG,66.4253491,NYSE,2020.12.09215
08:12:12.324,IBM,49.5850528,NDQ,2020.12.09216
08:12:14.112,MSFT,43.891401,NYSE,2020.12.09217
08:12:14.126,GOOG,11.4622361,NDQ,2020.12.09218
08:12:17.984,MSFT,21.902236,NYSE,2020.12.09219
08:12:22.567,GOOG,62.3139856,NYSE,2020.12.09220
08:12:23.386,MSFT,92.8085124,NYSE,2020.12.09221
08:12:25.950,IBM,17.3870825,NYSE,2020.12.09222
08:12:29.108,IBM,90.3693952,NDQ,2020.12.09223
08:12:33.741,IBM,48.5167154,NYSE,2020.12.09224
08:12:37.919,AAPL,13.8364742,NDQ,2020.12.09225
08:12:38.249,GOOG,98.8090124,NYSE,2020.12.09226
08:12:42.389,AAPL,51.4240484,NYSE,2020.12.09227
08:12:42.534,AAPL,36.4700841,NYSE,2020.12.09228
08:12:45.133,MSFT,89.6118981,NDQ,2020.12.09229
08:12:46.438,IBM,79.8127132,NYSE,2020.12.09230
08:12:49.571,IBM,43.3746749,NYSE,2020.12.09231
08:13:01.216,IBM,61.8599144,NDQ,2020.12.09232
08:13:04.479,IBM,94.6770181,NDQ,2020.12.09233
08:13:07.300,AAPL,19.6465394,NYSE,2020.12.09234
08:13:13.427,GOOG,34.9552001,NYSE,2020.12.09235
08:13:18.333,IBM,56.3406794,NDQ,2020.12.09236
08:13:18.340,IBM,54.1707795,NYSE,2020.12.09237
08:13:20.371,MSFT,50.9062693,NDQ,2020.12.09238
08:13:23.024,GOOG,31.8168388,NDQ,2020.12.09239
08:13:26.085,AAPL,38.1569315,NDQ,2020.12.09240
08:13:36.805,AAPL,11.8422862,NDQ,2020.12.09241
08:13:41.416,GOOG,64.8102963,NYSE,2020.12.09242
08:13:43.550,AAPL,74.2484911,NDQ,2020.12.09243
08:13:44.705,GOOG,1.32250832,NDQ,2020.12.09244
08:13:53.502,GOOG,93.1322144,NDQ,2020.12.09245
08:13:54.590,AAPL,98.3568255,NDQ,2020.12.09246
08:13:58.272,IBM,98.7311822,NDQ,2020.12.09247
08:13:59.759,IBM,22.1829795,NDQ,2020.12.09248
08:14:02.005,AAPL,91.0239704,NYSE,2020.12.09249
08:14:07.101,AAPL,51.2042914,NYSE,2020.12.09250
08:14:11.849,GOOG,9.00818477,NYSE,2020.12.09251
08:14:12.352,MSFT,18.3984194,NYSE,2020.12.09252
08:14:13.014,AAPL,43.0714676,NDQ,2020.12.09253
08:14:26.476,GOOG,1.5810939,NYSE,2020.12.09254
08:14:27.616,MSFT,65.2827109,NDQ,2020.12.09255
08:14:30.866,GOOG,99.2175709,NDQ,2020.12.09256
08:14:31.836,IBM,98.3840108,NYSE,2020.12.09257
08:14:32.418,MSFT,61.1388581,NYSE,2020.12.09258
08:14:35.123,MSFT,43.6744069,NDQ,2020.12.09259
08:14:40.493,AAPL,7.72750874,NDQ,2020.12.09260
08:14:43.156,IBM,85.9777502,NDQ,2020.12.09261
08:14:43.882,AAPL,94.4618335,NYSE,2020.12.09262
08:14:43.953,AAPL,79.4102354,NYSE,2020.12.09263
08:14:45.728,GOOG,53.8137066,NYSE,2020.12.09264
08:14:46.749,GOOG,63.9287928,NDQ,2020.12.09265
08:14:50.243,GOOG,92.8197893,NDQ,2020.12.09266
08:14:51.722,GOOG,69.5796673,NDQ,2020.12.09267
08:14:51.985,GOOG,1.85746595,NYSE,2020.12.09268
08:14:53.780,MSFT,90.484782,NYSE,2020.12.09269
08:14:54.182,GOOG,26.9318303,NYSE,2020.12.09270
08:14:54.605,GOOG,91.3782299,NYSE,2020.12.09271
08:14:58.568,IBM,41.0541143,NYSE,2020.12.09272
08:14:58.849,GOOG,68.4431841,NDQ,2020.12.09273
08:14:59.974,GOOG,47.0448514,NDQ,2020.12.09274
08:15:04.618,MSFT,22.0178223,NDQ,2020.12.09275
08:15:13.121,AAPL,69.5644308,NDQ,2020.12.09276
08:15:13.161,IBM,97.8159618,NYSE,2020.12.09277
08:15:15.024,GOOG,59.8096097,NYSE,2020.12.09278
08:15:22.734,AAPL,10.0550623,NDQ,2020.12.09279
08:15:26.968,IBM,20.6606586,NDQ,2020.12.09280
08:15:28.768,IBM,0.0146460952,NYSE,2020.12.09281
08:15:30.254,MSFT,19.3472532,NDQ,2020.12.09282
08:15:34.922,AAPL,25.1532354,NDQ,2020.12.09283
08:15:38.253,GOOG,76.9362002,NYSE,2020.12.09284
08:15:38.765,AAPL,17.3445874,NDQ,2020.12.09285
08:15:39.265,GOOG,1.92878083,NDQ,2020.12.09286
08:15:39.915,IBM,12.2997811,NYSE,2020.12.09287
08:15:46.173,IBM,67.4401307,NYSE,2020.12.09288
08:15:47.890,GOOG,69.3111876,NDQ,2020.12.09289
08:15:48.148,AAPL,59.3425898,NYSE,2020.12.09290
08:15:52.490,GOOG,32.4479261,NDQ,2020.12.09291
08:15:53.076,IBM,96.7459517,NDQ,2020.12.09292
08:15:57.747,IBM,95.3100696,NDQ,2020.12.09293
08:15:59.110,GOOG,49.5665294,NDQ,2020.12.09294
08:16:01.467,MSFT,26.8539243,NDQ,2020.12.09295
08:16:04.396,AAPL,34.9652114,NDQ,2020.12.09296
08:16:06.694,MSFT,98.8672328,NDQ,2020.12.09297
08:16:16.542,AAPL,6.93178514,NYSE,2020.12.09298
08:16:17.990,IBM,70.9793066,NYSE,2020.12.09299
08:16:24.914,MSFT,81.5767059,NYSE,2020.12.09300
08:16:27.782,MSFT,43.0740517,NDQ,2020.12.09301
08:16:30.909,GOOG,50.0424485,NDQ,2020.12.09302
08:16:34.308,IBM,97.3748117,NDQ,2020.12.09303
08:16:38.629,GOOG,46.2447086,NDQ,2020.12.09304
08:16:47.241,MSFT,22.9738176,NDQ,2020.12.09305
08:16:55.024,GOOG,38.3186231,NDQ,2020.12.09306
08:16:56.158,GOOG,86.336507,NDQ,2020.12.09307
08:17:03.292,GOOG,68.1185717,NYSE,2020.12.09308
08:17:05.000,GOOG,13.6219315,NDQ,2020.12.09309
08:17:27.444,AAPL,12.4363335,NDQ,2020.12.09310
08:17:28.222,IBM,50.9556616,NDQ,2020.12.09311
08:17:31.994,AAPL,69.8108703,NDQ,2020.12.09312
08:17:43.060,AAPL,52.5954661,NYSE,2020.12.09313
08:17:47.137,AAPL,86.7503145,NYSE,2020.12.09314
08:17:49.722,GOOG,63.3415919,NDQ,2020.12.09315
08:17:56.261,MSFT,93.4658657,NDQ,2020.12.09316
08:17:59.001,MSFT,30.7707354,NDQ,2020.12.09317
08:17:59.049,MSFT,64.7566253,NYSE,2020.12.09318
08:18:03.380,MSFT,54.1588909,NDQ,2020.12.09319
08:18:04.440,GOOG,4.3709765,NYSE,2020.12.09320
08:18:07.377,GOOG,89.4149278,NYSE,2020.12.09321
08:18:08.314,MSFT,28.3770258,NYSE,2020.12.09322
08:18:09.707,IBM,11.2489491,NDQ,2020.12.09323
08:18:15.133,IBM,72.1308558,NYSE,2020.12.09324
08:18:16.403,AAPL,73.7263896,NYSE,2020.12.09325
08:18:16.420,GOOG,13.1574904,NYSE,2020.12.09326
08:18:27.813,AAPL,10.4831906,NDQ,2020.12.09327
08:18:41.509,MSFT,45.6154423,NYSE,2020.12.09328
08:18:45.932,IBM,32.9493108,NDQ,2020.12.09329
08:18:50.486,AAPL,91.5531245,NDQ,2020.12.09330
08:19:00.268,AAPL,31.6228549,NDQ,2020.12.09331
08:19:02.192,IBM,96.9894192,NYSE,2020.12.09332
08:19:11.641,IBM,64.0694679,NYSE,2020.12.09333
08:19:11.700,IBM,6.91452918,NDQ,2020.12.09334
08:19:14.829,IBM,30.8370204,NYSE,2020.12.09335
08:19:17.661,AAPL,97.9819961,NDQ,2020.12.09336
08:19:19.445,AAPL,86.6769367,NDQ,2020.12.09337
08:19:21.149,GOOG,81.2542778,NYSE,2020.12.09338
08:19:22.964,IBM,92.9654557,NYSE,2020.12.09339
08:19:24.548,AAPL,38.3237175,NYSE,2020.12.09340
08:19:25.010,MSFT,95.0492174,NYSE,2020.12.09341
08:19:25.882,MSFT,70.4623168,NYSE,2020.12.09342
08:19:38.686,MSFT,64.6303248,NDQ,2020.12.09343
08:19:38.737,MSFT,50.9117838,NDQ,2020.12.09344
08:19:49.588,IBM,63.3577216,NDQ,2020.12.09345
08:20:04.304,GOOG,93.7614709,NDQ,2020.12.09346
08:20:08.024,GOOG,74.3609063,NYSE,2020.12.09347
08:20:12.292,GOOG,92.0092826,NYSE,2020.12.09348
08:20:13.680,MSFT,21.6396913,NYSE,2020.12.09349
08:20:15.914,MSFT,5.1950115,NDQ,2020.12.09350
08:20:18.851,IBM,32.5874178,NYSE,2020.12.09351
08:20:21.537,AAPL,99.5307338,NYSE,2020.12.09352
08:20:25.645,MSFT,44.0345274,NDQ,2020.12.09353
08:20:26.611,MSFT,42.1961924,NDQ,2020.12.09354
08:20:32.872,MSFT,36.57894,NYSE,2020.12.09355
08:20:40.351,GOOG,89.5324501,NDQ,2020.12.09356
08:20:44.539,IBM,90.1321872,NYSE,2020.12.09357
08:20:53.651,GOOG,45.6289198,NYSE,2020.12.09358
08:20:55.777,MSFT,85.5717789,NDQ,2020.12.09359
08:20:56.286,GOOG,10.7252653,NDQ,2020.12.09360
08:21:02.629,GOOG,99.2786125,NDQ,2020.12.09361
08:21:03.688,GOOG,24.0170515,NYSE,2020.12.09362
08:21:07.075,MSFT,96.4132094,NYSE,2020.12.09363
08:21:09.666,MSFT,93.1274245,NDQ,2020.12.09364
08:21:16.756,IBM,26.3579894,NYSE,2020.12.09365
08:21:16.851,GOOG,26.2174996,NDQ,2020.12.09366
08:21:16.935,IBM,98.8120963,NDQ,2020.12.09367
08:21:19.564,MSFT,71.2286365,NDQ,2020.12.09368
08:21:20.176,GOOG,84.6824178,NDQ,2020.12.09369
08:21:22.797,GOOG,38.0081889,NYSE,2020.12.09370
08:21:22.879,GOOG,69.8726792,NYSE,2020.12.09371
08:21:23.014,GOOG,1.70076059,NDQ,2020.12.09372
08:21:33.150,MSFT,80.3977344,NDQ,2020.12.09373
08:21:35.593,AAPL,98.8979059,NYSE,2020.12.09374
08:21:45.012,MSFT,60.7642176,NYSE,2020.12.09375
08:21:47.148,IBM,23.4614149,NDQ,2020.12.09376
08:21:55.623,MSFT,41.3692062,NDQ,2020.12.09377
08:22:00.024,IBM,50.6359331,NDQ,2020.12.09378
08:22:02.833,MSFT,39.986244,NYSE,2020.12.09379
08:22:06.859,IBM,58.3074412,NYSE,2020.12.09380
08:22:08.551,AAPL,69.7791088,NDQ,2020.12.09381
08:22:14.538,MSFT,72.1277495,NDQ,2020.12.09382
08:22:24.202,AAPL,93.9230976,NYSE,2020.12.09383
08:22:30.448,AAPL,58.7913018,NYSE,2020.12.09384
08:22:34.436,GOOG,82.2436491,NYSE,2020.12.09385
08:22:36.076,GOOG,87.4654338,NDQ,2020.12.09386
08:22:40.652,IBM,36.4582652,NYSE,2020.12.09387
08:22:43.879,GOOG,58.6622667,NDQ,2020.12.09388
08:22:44.525,IBM,54.9597937,NDQ,2020.12.09389
08:22:44.876,AAPL,16.2964776,NDQ,2020.12.09390
08:22:51.403,MSFT,92.1235881,NYSE,2020.12.09391
08:22:57.267,AAPL,19.6503796,NDQ,2020.12.09392
08:23:02.573,IBM,2.74597444,NDQ,2020.12.09393
08:23:10.666,AAPL,93.0672295,NYSE,2020.12.09394
08:23:10.728,GOOG,73.5202871,NDQ,2020.12.09395
08:23:14.395,MSFT,9.58836039,NYSE,2020.12.09396
08:23:19.149,AAPL,66.8695846,NDQ,2020.12.09397
08:23:21.756,AAPL,70.3600255,NYSE,2020.12.09398
08:23:25.329,GOOG,69.2502995,NDQ,2020.12.09399
08:23:25.544,MSFT,4.58127765,NYSE,2020.12.09400
08:23:26.524,MSFT,82.5370278,NDQ,2020.12.09401
08:23:28.895,MSFT,87.6468373,NYSE,2020.12.09402
08:23:31.399,GOOG,49.4390826,NDQ,2020.12.09403
08:23:32.268,AAPL,40.4817839,NDQ,2020.12.09404
08:23:35.677,AAPL,90.9533016,NYSE,2020.12.09405
08:23:36.205,MSFT,66.657907,NYSE,2020.12.09406
08:23:41.066,IBM,75.2393369,NYSE,2020.12.09407
08:23:46.055,MSFT,12.5950976,NDQ,2020.12.09408
08:23:46.930,AAPL,52.377236,NDQ,2020.12.09409
08:23:47.406,AAPL,87.812938,NDQ,2020.12.09410
08:23:47.653,MSFT,81.1399995,NDQ,2020.12.09411
08:24:01.321,AAPL,62.8401394,NDQ,2020.12.09412
08:24:05.242,AAPL,31.3391588,NYSE,2020.12.09413
08:24:05.453,IBM,88.4916604,NYSE,2020.12.09414
08:24:07.478,GOOG,15.4093642,NDQ,2020.12.09415
08:24:08.572,MSFT,80.2922343,NDQ,2020.12.09416
08:24:13.084,IBM,14.3255975,NDQ,2020.12.09417
08:24:17.932,IBM,24.413451,NYSE,2020.12.09418
08:24:17.954,AAPL,15.1481526,NYSE,2020.12.09419
08:24:19.482,IBM,97.9985275,NDQ,2020.12.09420
08:24:20.243,IBM,98.3392793,NDQ,2020.12.09421
08:24:22.768,IBM,24.5530655,NDQ,2020.12.09422
08:24:23.017,GOOG,52.2799305,NDQ,2020.12.09423
08:24:25.333,IBM,40.7161724,NDQ,2020.12.09424
08:24:25.370,MSFT,23.3196732,NYSE,2020.12.09425
08:24:27.703,GOOG,83.9093948,NDQ,2020.12.09426
08:24:28.679,AAPL,11.0028131,NYSE,2020.12.09427
08:24:32.369,AAPL,64.9999777,NYSE,2020.12.09428
08:24:34.727,MSFT,68.6420638,NDQ,2020.12.09429
08:24:36.497,IBM,50.2903605,NYSE,2020.12.09430
08:24:38.710,MSFT,6.66204274,NDQ,2020.12.09431
08:24:40.809,MSFT,15.3778702,NDQ,2020.12.09432
08:24:45.668,IBM,5.92848393,NYSE,2020.12.09433
08:24:45.894,GOOG,62.3689846,NYSE,2020.12.09434
08:24:47.826,MSFT,14.5647353,NDQ,2020.12.09435
08:24:48.512,GOOG,70.7073081,NYSE,2020.12.09436
08:24:51.994,IBM,44.8653512,NDQ,2020.12.09437
08:24:55.365,GOOG,13.0950578,NDQ,2020.12.09438
08:24:55.367,MSFT,81.3834403,NDQ,2020.12.09439
08:25:00.320,GOOG,46.3242055,NDQ,2020.12.09440
